"drug"	"disease"	"probs"	"Drug name"	"OMIM disease name"
"DB00695"	"212050"	"0.438788938"	"Furosemide"	"Candidiasis, Familial, 2; Candf2"
"DB00536"	"145100"	"0.438677169"	"Guanidine"	"Hyperpigmentation Of Eyelids"
"DB00695"	"208085"	"0.438634512"	"Furosemide"	"Arthrogryposis, Renal Dysfunction, And Cholestasis 1; Arcs1"
"DB01241"	"102500"	"0.438422937"	"Gemfibrozil"	"Acroosteolysis With Osteoporosis And Changes In Skull And Mandible"
"DB00502"	"215470"	"0.438036858"	"Haloperidol"	"Chorioretinal Dystrophy, Spinocerebellar Ataxia, And Hypogonadotropic"
"DB00222"	"145500"	"0.436850287"	"Glimepiride"	"Hypertension, Essential"
"DB00695"	"275000"	"0.436813639"	"Furosemide"	"Graves Disease"
"DB00328"	"161900"	"0.982724024"	"Indomethacin"	"Renal Failure, Progressive, With Hypertension"
"DB01005"	"109350"	"0.980478873"	"Hydroxyurea"	"Gastroesophageal Reflux"
"DB00999"	"166300"	"0.979514808"	"Hydrochlorothiazide"	"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy"
"DB01005"	"600263"	"0.976265033"	"Hydroxyurea"	"Helicobacter Pylori Infection, Susceptibility To"
"DB01005"	"600351"	"0.969519841"	"Hydroxyurea"	"Enteropathy, Familial, With Villous Edema And Immunoglobulin G2 Deficiency"
"DB00328"	"215140"	"0.968690462"	"Indomethacin"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB01005"	"236000"	"0.968570599"	"Hydroxyurea"	"Hodgkin Lymphoma"
"DB00328"	"166300"	"0.966379305"	"Indomethacin"	"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy"
"DB00328"	"166710"	"0.964800022"	"Indomethacin"	"Osteoporosis"
"DB00328"	"167870"	"0.957645159"	"Indomethacin"	"Panic Disorder 1; Pand1"
"DB01005"	"254400"	"0.955393065"	"Hydroxyurea"	"Mycosis Fungoides"
"DB00328"	"604416"	"0.954972906"	"Indomethacin"	"Pyogenic Sterile Arthritis, Pyoderma Gangrenosum, And Acne"
"DB00619"	"600351"	"0.953950884"	"Imatinib"	"Enteropathy, Familial, With Villous Edema And Immunoglobulin G2 Deficiency"
"DB01005"	"601626"	"0.951770001"	"Hydroxyurea"	"Leukemia, Acute Myeloid; Aml"
"DB00619"	"304790"	"0.948476651"	"Imatinib"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00619"	"236000"	"0.945332342"	"Imatinib"	"Hodgkin Lymphoma"
"DB01029"	"145500"	"0.94435664"	"Irbesartan"	"Hypertension, Essential"
"DB00328"	"252320"	"0.944103777"	"Indomethacin"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00328"	"157950"	"0.94365664"	"Indomethacin"	"Permanent Molars, Secondary Retention Of"
"DB00619"	"600807"	"0.941545186"	"Imatinib"	"Asthma, Susceptibility To"
"DB00328"	"106400"	"0.939904558"	"Indomethacin"	"Ankylosing Vertebral Hyperostosis With Tylosis"
"DB01050"	"601042"	"0.939892352"	"Ibuprofen"	"Choreoathetosis/Spasticity, Episodic; Cse"
"DB01005"	"223350"	"0.939240455"	"Hydroxyurea"	"Dohle Bodies And Leukemia"
"DB00619"	"223350"	"0.935465648"	"Imatinib"	"Dohle Bodies And Leukemia"
"DB01005"	"600807"	"0.934097436"	"Hydroxyurea"	"Asthma, Susceptibility To"
"DB00619"	"109350"	"0.933726817"	"Imatinib"	"Gastroesophageal Reflux"
"DB00328"	"179600"	"0.933150094"	"Indomethacin"	"Raynaud Disease"
"DB00328"	"150600"	"0.931801417"	"Indomethacin"	"Legg-Calve-Perthes Disease"
"DB01005"	"151400"	"0.931258313"	"Hydroxyurea"	"Leukemia, Chronic Lymphocytic; Cll"
"DB01005"	"246470"	"0.930506317"	"Hydroxyurea"	"Leukemia, Acute Myelocytic, With Polyposis Coli And Colon Cancer"
"DB01005"	"137215"	"0.930377039"	"Hydroxyurea"	"Gastric Cancer"
"DB00458"	"600082"	"0.930117525"	"Imipramine"	"Prostatic Hyperplasia, Benign; Bph"
"DB00328"	"145590"	"0.929751597"	"Indomethacin"	"Hyperthermia, Cutaneous, With Headaches And Nausea"
"DB01181"	"109350"	"0.929146859"	"Ifosfamide"	"Gastroesophageal Reflux"
"DB01005"	"247640"	"0.928162398"	"Hydroxyurea"	"Lymphoblastic Leukemia, Acute, With Lymphomatous Features; Lall"
"DB00458"	"607499"	"0.927588374"	"Imipramine"	"Bulimia Nervosa, Susceptibility To, 1; Buln1"
"DB00619"	"600263"	"0.926338012"	"Imatinib"	"Helicobacter Pylori Infection, Susceptibility To"
"DB01020"	"608622"	"0.92571452"	"Isosorbide Mononitrate"	"Hypertension, Diastolic, Resistance To"
"DB01005"	"133239"	"0.924266183"	"Hydroxyurea"	"Esophageal Cancer"
"DB00619"	"601626"	"0.922493322"	"Imatinib"	"Leukemia, Acute Myeloid; Aml"
"DB01005"	"304790"	"0.920015887"	"Hydroxyurea"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB01181"	"176807"	"0.91879858"	"Ifosfamide"	"Prostate Cancer"
"DB01005"	"175505"	"0.91686787"	"Hydroxyurea"	"Polyposis Of Gastric Fundus Without Polyposis Coli"
"DB01050"	"166710"	"0.916749761"	"Ibuprofen"	"Osteoporosis"
"DB00999"	"157950"	"0.911298527"	"Hydrochlorothiazide"	"Permanent Molars, Secondary Retention Of"
"DB00328"	"102400"	"0.909478118"	"Indomethacin"	"Acroosteolysis"
"DB00619"	"254400"	"0.905314418"	"Imatinib"	"Mycosis Fungoides"
"DB01005"	"267730"	"0.904891791"	"Hydroxyurea"	"Reticulum Cell Sarcoma"
"DB01005"	"246400"	"0.904693723"	"Hydroxyurea"	"Letterer-Siwe Disease"
"DB01005"	"109543"	"0.903457255"	"Hydroxyurea"	"Leukemia, Chronic Lymphocytic, Susceptibility To, 2"
"DB01181"	"256370"	"0.899707799"	"Ifosfamide"	"Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis"
"DB00328"	"200170"	"0.899282163"	"Indomethacin"	"Acanthosis Nigricans With Muscle Cramps And Acral Enlargement"
"DB01050"	"215140"	"0.895362536"	"Ibuprofen"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB01050"	"166300"	"0.894433198"	"Ibuprofen"	"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy"
"DB01050"	"157950"	"0.89416935"	"Ibuprofen"	"Permanent Molars, Secondary Retention Of"
"DB00328"	"134520"	"0.892497296"	"Indomethacin"	"Factors Viii, Ix And Xi, Combined Deficiency Of"
"DB00458"	"109350"	"0.89006132"	"Imipramine"	"Gastroesophageal Reflux"
"DB00710"	"215140"	"0.88838515"	"Ibandronate"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB01050"	"102400"	"0.888357816"	"Ibuprofen"	"Acroosteolysis"
"DB01029"	"144650"	"0.885308921"	"Irbesartan"	"Hyperlipoproteinemia, Type V"
"DB01005"	"148000"	"0.884774592"	"Hydroxyurea"	"Kaposi Sarcoma"
"DB01181"	"109800"	"0.884562037"	"Ifosfamide"	"Bladder Cancer"
"DB01050"	"190300"	"0.884561704"	"Ibuprofen"	"Tremor, Hereditary Essential, 1; Etm1"
"DB00458"	"192000"	"0.883720882"	"Imipramine"	"Uterine Anomalies"
"DB00619"	"215140"	"0.882539505"	"Imatinib"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB01181"	"246470"	"0.880785304"	"Ifosfamide"	"Leukemia, Acute Myelocytic, With Polyposis Coli And Colon Cancer"
"DB01005"	"109800"	"0.878951343"	"Hydroxyurea"	"Bladder Cancer"
"DB00328"	"601042"	"0.876199207"	"Indomethacin"	"Choreoathetosis/Spasticity, Episodic; Cse"
"DB01005"	"178600"	"0.876008216"	"Hydroxyurea"	"Pulmonary Hypertension, Primary, 1; Pph1"
"DB00458"	"115000"	"0.873632703"	"Imipramine"	"Cardiac Arrhythmia"
"DB01005"	"254500"	"0.873387563"	"Hydroxyurea"	"Myeloma, Multiple"
"DB01181"	"601626"	"0.871707505"	"Ifosfamide"	"Leukemia, Acute Myeloid; Aml"
"DB00999"	"208550"	"0.868939571"	"Hydrochlorothiazide"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB01005"	"131440"	"0.867904308"	"Hydroxyurea"	"Myeloproliferative Disorder, Chronic, With Eosinophilia"
"DB01181"	"600263"	"0.867050522"	"Ifosfamide"	"Helicobacter Pylori Infection, Susceptibility To"
"DB00328"	"208085"	"0.865482456"	"Indomethacin"	"Arthrogryposis, Renal Dysfunction, And Cholestasis 1; Arcs1"
"DB01005"	"114500"	"0.864507839"	"Hydroxyurea"	"Colorectal Cancer; Crc"
"DB00328"	"310468"	"0.864048756"	"Indomethacin"	"Nephrolithiasis, X-Linked Recessive, With Renal Failure; Xrn"
"DB01050"	"189600"	"0.860865162"	"Ibuprofen"	"Torticollis"
"DB00619"	"151400"	"0.860225426"	"Imatinib"	"Leukemia, Chronic Lymphocytic; Cll"
"DB00710"	"157700"	"0.860183789"	"Ibandronate"	"Mitral Valve Prolapse, Familial; Mvp"
"DB01005"	"175510"	"0.860031245"	"Hydroxyurea"	"Polyps, Multiple And Recurrent Inflammatory Fibroid, Gastrointestinal"
"DB00710"	"157950"	"0.85692984"	"Ibandronate"	"Permanent Molars, Secondary Retention Of"
"DB00619"	"263300"	"0.856767849"	"Imatinib"	"Polycythemia Vera"
"DB00724"	"144110"	"0.854910102"	"Imiquimod"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00328"	"157700"	"0.854806766"	"Indomethacin"	"Mitral Valve Prolapse, Familial; Mvp"
"DB00619"	"246400"	"0.854795876"	"Imatinib"	"Letterer-Siwe Disease"
"DB00328"	"256370"	"0.854294276"	"Indomethacin"	"Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis"
"DB01181"	"114500"	"0.854186884"	"Ifosfamide"	"Colorectal Cancer; Crc"
"DB00328"	"136200"	"0.853977246"	"Indomethacin"	"Flushing Of Ears And Somnolence"
"DB00458"	"226150"	"0.85387876"	"Imipramine"	"Enterocolitis"
"DB01181"	"267730"	"0.852671928"	"Ifosfamide"	"Reticulum Cell Sarcoma"
"DB01029"	"103780"	"0.852623883"	"Irbesartan"	"Alcohol Dependence"
"DB00328"	"144110"	"0.852340191"	"Indomethacin"	"Hyperhidrosis Palmaris Et Plantaris"
"DB01005"	"254450"	"0.851311487"	"Hydroxyurea"	"Myelofibrosis"
"DB00328"	"127350"	"0.848390311"	"Indomethacin"	"Dyschondrosteosis And Nephritis"
"DB00557"	"252320"	"0.848163857"	"Hydroxyzine"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00619"	"266600"	"0.847859378"	"Imatinib"	"Inflammatory Bowel Disease 1; Ibd1"
"DB01181"	"161900"	"0.846453906"	"Ifosfamide"	"Renal Failure, Progressive, With Hypertension"
"DB00619"	"187950"	"0.846211768"	"Imatinib"	"Thrombocythemia, Essential"
"DB01005"	"188030"	"0.845023976"	"Hydroxyurea"	"Thrombocytopenic Purpura, Autoimmune; Aitp"
"DB00328"	"600351"	"0.84385907"	"Indomethacin"	"Enteropathy, Familial, With Villous Edema And Immunoglobulin G2 Deficiency"
"DB00328"	"109350"	"0.843467156"	"Indomethacin"	"Gastroesophageal Reflux"
"DB00328"	"125853"	"0.842588584"	"Indomethacin"	"Diabetes Mellitus, Noninsulin-Dependent; Niddm"
"DB01050"	"179600"	"0.842577708"	"Ibuprofen"	"Raynaud Disease"
"DB01181"	"223350"	"0.841949689"	"Ifosfamide"	"Dohle Bodies And Leukemia"
"DB00710"	"208230"	"0.840703415"	"Ibandronate"	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac"
"DB01020"	"161900"	"0.840583539"	"Isosorbide Mononitrate"	"Renal Failure, Progressive, With Hypertension"
"DB00328"	"259660"	"0.838860878"	"Indomethacin"	"Osteomalacia, Sclerosing, With Cerebral Calcification"
"DB01005"	"215140"	"0.8384093"	"Hydroxyurea"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB01029"	"189800"	"0.838019699"	"Irbesartan"	"Preeclampsia/Eclampsia 1; Pee1"
"DB00328"	"146255"	"0.836946561"	"Indomethacin"	"Hypoparathyroidism, Sensorineural Deafness, And Renal Disease"
"DB00328"	"189600"	"0.836837777"	"Indomethacin"	"Torticollis"
"DB00557"	"164230"	"0.835854183"	"Hydroxyzine"	"Obsessive-Compulsive Disorder; Ocd"
"DB01181"	"600351"	"0.835815652"	"Ifosfamide"	"Enteropathy, Familial, With Villous Edema And Immunoglobulin G2 Deficiency"
"DB00999"	"145500"	"0.835472377"	"Hydrochlorothiazide"	"Hypertension, Essential"
"DB00999"	"189800"	"0.834507261"	"Hydrochlorothiazide"	"Preeclampsia/Eclampsia 1; Pee1"
"DB01005"	"182280"	"0.833069621"	"Hydroxyurea"	"Small Cell Cancer Of The Lung"
"DB01020"	"179600"	"0.830675876"	"Isosorbide Mononitrate"	"Raynaud Disease"
"DB00999"	"157700"	"0.830556597"	"Hydrochlorothiazide"	"Mitral Valve Prolapse, Familial; Mvp"
"DB00724"	"109350"	"0.829420492"	"Imiquimod"	"Gastroesophageal Reflux"
"DB00619"	"208550"	"0.828906919"	"Imatinib"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB01005"	"114480"	"0.828346893"	"Hydroxyurea"	"Breast Cancer"
"DB00328"	"176800"	"0.828130446"	"Indomethacin"	"Pronation-Supination Of The Forearm, Impairment Of"
"DB00619"	"267730"	"0.827379399"	"Imatinib"	"Reticulum Cell Sarcoma"
"DB00328"	"148100"	"0.826656942"	"Indomethacin"	"Keloids"
"DB01029"	"601367"	"0.826053671"	"Irbesartan"	"Stroke, Ischemic"
"DB01181"	"254500"	"0.826022387"	"Ifosfamide"	"Myeloma, Multiple"
"DB00999"	"167870"	"0.824277877"	"Hydrochlorothiazide"	"Panic Disorder 1; Pand1"
"DB00328"	"208550"	"0.824197337"	"Indomethacin"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB00619"	"246470"	"0.821187823"	"Imatinib"	"Leukemia, Acute Myelocytic, With Polyposis Coli And Colon Cancer"
"DB01050"	"134520"	"0.820219572"	"Ibuprofen"	"Factors Viii, Ix And Xi, Combined Deficiency Of"
"DB00328"	"166760"	"0.820165142"	"Indomethacin"	"Otitis Media, Susceptibility To"
"DB01050"	"604416"	"0.819671043"	"Ibuprofen"	"Pyogenic Sterile Arthritis, Pyoderma Gangrenosum, And Acne"
"DB01005"	"260570"	"0.818295668"	"Hydroxyurea"	"Pelger-Huet-Like Anomaly And Episodic Fever With Abdominal Pain"
"DB00328"	"203700"	"0.817399788"	"Indomethacin"	"Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis"
"DB01005"	"188470"	"0.816337006"	"Hydroxyurea"	"Thyroid Carcinoma, Follicular; Ftc"
"DB00557"	"607499"	"0.813656911"	"Hydroxyzine"	"Bulimia Nervosa, Susceptibility To, 1; Buln1"
"DB01020"	"607554"	"0.812120951"	"Isosorbide Mononitrate"	"Atrial Fibrillation, Familial, 3; Atfb3"
"DB00328"	"239350"	"0.811925457"	"Indomethacin"	"Hyperphosphatemia, Polyuria, And Seizures"
"DB00999"	"210050"	"0.811670935"	"Hydrochlorothiazide"	"Berry Aneurysm, Cirrhosis, Pulmonary Emphysema, And Cerebral Calcification"
"DB01181"	"114480"	"0.811169708"	"Ifosfamide"	"Breast Cancer"
"DB00999"	"203700"	"0.810143489"	"Hydrochlorothiazide"	"Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis"
"DB00710"	"166300"	"0.808809865"	"Ibandronate"	"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy"
"DB00328"	"189800"	"0.806415835"	"Indomethacin"	"Preeclampsia/Eclampsia 1; Pee1"
"DB00999"	"600807"	"0.805390062"	"Hydrochlorothiazide"	"Asthma, Susceptibility To"
"DB00999"	"157300"	"0.804933593"	"Hydrochlorothiazide"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB01005"	"147480"	"0.80481655"	"Hydroxyurea"	"Cholestasis, Intrahepatic, Of Pregnancy; Icp"
"DB00808"	"189800"	"0.80477524"	"Indapamide"	"Preeclampsia/Eclampsia 1; Pee1"
"DB00999"	"256370"	"0.804223768"	"Hydrochlorothiazide"	"Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis"
"DB01005"	"256370"	"0.803815107"	"Hydroxyurea"	"Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis"
"DB01005"	"189800"	"0.799279827"	"Hydroxyurea"	"Preeclampsia/Eclampsia 1; Pee1"
"DB00458"	"144110"	"0.797093049"	"Imipramine"	"Hyperhidrosis Palmaris Et Plantaris"
"DB01020"	"608583"	"0.796957357"	"Isosorbide Mononitrate"	"Atrial Fibrillation, Familial, 1; Atfb1"
"DB00619"	"161900"	"0.794472959"	"Imatinib"	"Renal Failure, Progressive, With Hypertension"
"DB01275"	"103780"	"0.794150888"	"Hydralazine"	"Alcohol Dependence"
"DB00710"	"110100"	"0.793792426"	"Ibandronate"	"Blepharophimosis, Ptosis, And Epicanthus Inversus; Bpes"
"DB00328"	"125310"	"0.793188195"	"Indomethacin"	"Cerebral Arteriopathy, Autosomal Dominant, With Subcortical Infarcts"
"DB00328"	"190300"	"0.79264372"	"Indomethacin"	"Tremor, Hereditary Essential, 1; Etm1"
"DB00328"	"145500"	"0.791773475"	"Indomethacin"	"Hypertension, Essential"
"DB01005"	"176807"	"0.79155803"	"Hydroxyurea"	"Prostate Cancer"
"DB00619"	"254450"	"0.790524141"	"Imatinib"	"Myelofibrosis"
"DB00619"	"254500"	"0.790324733"	"Imatinib"	"Myeloma, Multiple"
"DB01005"	"266600"	"0.787080997"	"Hydroxyurea"	"Inflammatory Bowel Disease 1; Ibd1"
"DB01029"	"188050"	"0.783675991"	"Irbesartan"	"Thrombosis, Susceptibility To"
"DB00328"	"103780"	"0.783326326"	"Indomethacin"	"Alcohol Dependence"
"DB01005"	"140850"	"0.783177843"	"Hydroxyurea"	"Hemangiomas, Cavernous, Of Face And Supraumbilical Midline Raphe"
"DB01050"	"157700"	"0.782746768"	"Ibuprofen"	"Mitral Valve Prolapse, Familial; Mvp"
"DB00619"	"178600"	"0.781172722"	"Imatinib"	"Pulmonary Hypertension, Primary, 1; Pph1"
"DB00619"	"109543"	"0.780262648"	"Imatinib"	"Leukemia, Chronic Lymphocytic, Susceptibility To, 2"
"DB01005"	"237500"	"0.779963604"	"Hydroxyurea"	"Dubin-Johnson Syndrome; Djs"
"DB01181"	"175505"	"0.779222071"	"Ifosfamide"	"Polyposis Of Gastric Fundus Without Polyposis Coli"
"DB00999"	"110100"	"0.779218271"	"Hydrochlorothiazide"	"Blepharophimosis, Ptosis, And Epicanthus Inversus; Bpes"
"DB01050"	"167870"	"0.776841262"	"Ibuprofen"	"Panic Disorder 1; Pand1"
"DB01050"	"161900"	"0.775995479"	"Ibuprofen"	"Renal Failure, Progressive, With Hypertension"
"DB00557"	"136200"	"0.774850741"	"Hydroxyzine"	"Flushing Of Ears And Somnolence"
"DB00458"	"191800"	"0.774710087"	"Imipramine"	"Urinary Bladder, Atony Of"
"DB00458"	"181460"	"0.770525376"	"Imipramine"	"Schistosoma Mansoni Infection, Susceptibility/Resistance To"
"DB00619"	"260570"	"0.769467363"	"Imatinib"	"Pelger-Huet-Like Anomaly And Episodic Fever With Abdominal Pain"
"DB01181"	"254400"	"0.768007257"	"Ifosfamide"	"Mycosis Fungoides"
"DB01005"	"208550"	"0.767601258"	"Hydroxyurea"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB01020"	"115000"	"0.766802344"	"Isosorbide Mononitrate"	"Cardiac Arrhythmia"
"DB01275"	"601367"	"0.766111988"	"Hydralazine"	"Stroke, Ischemic"
"DB00619"	"188030"	"0.76544558"	"Imatinib"	"Thrombocytopenic Purpura, Autoimmune; Aitp"
"DB00557"	"144110"	"0.764637574"	"Hydroxyzine"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00557"	"103780"	"0.764349807"	"Hydroxyzine"	"Alcohol Dependence"
"DB01005"	"191390"	"0.764151902"	"Hydroxyurea"	"Inflammatory Bowel Disease 11; Ibd11"
"DB00328"	"600082"	"0.764042651"	"Indomethacin"	"Prostatic Hyperplasia, Benign; Bph"
"DB01005"	"161900"	"0.762733633"	"Hydroxyurea"	"Renal Failure, Progressive, With Hypertension"
"DB00328"	"173200"	"0.761371912"	"Indomethacin"	"Pityriasis Rubra Pilaris"
"DB00328"	"266600"	"0.759465479"	"Indomethacin"	"Inflammatory Bowel Disease 1; Ibd1"
"DB00724"	"602068"	"0.759175071"	"Imiquimod"	"Leishmaniasis, Tegumentary, Susceptibility To"
"DB01050"	"106400"	"0.758577365"	"Ibuprofen"	"Ankylosing Vertebral Hyperostosis With Tylosis"
"DB01181"	"270960"	"0.758259976"	"Ifosfamide"	"Azoospermia Due To Perturbations Of Meiosis"
"DB01181"	"144700"	"0.758118132"	"Ifosfamide"	"Renal Cell Carcinoma, Nonpapillary; Rcc"
"DB01029"	"264120"	"0.757105645"	"Irbesartan"	"Prolactin Deficiency With Obesity And Enlarged Testes"
"DB00808"	"166300"	"0.755662285"	"Indapamide"	"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy"
"DB00619"	"114480"	"0.755472081"	"Imatinib"	"Breast Cancer"
"DB00710"	"102400"	"0.755096584"	"Ibandronate"	"Acroosteolysis"
"DB00710"	"165720"	"0.753729516"	"Ibandronate"	"Osteoarthritis Susceptibility 1; Os1"
"DB00328"	"110100"	"0.75350182"	"Indomethacin"	"Blepharophimosis, Ptosis, And Epicanthus Inversus; Bpes"
"DB00557"	"143465"	"0.752785912"	"Hydroxyzine"	"Attention Deficit-Hyperactivity Disorder; Adhd"
"DB01005"	"144110"	"0.750267505"	"Hydroxyurea"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00458"	"256370"	"0.750005374"	"Imipramine"	"Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis"
"DB00619"	"155600"	"0.748535447"	"Imatinib"	"Melanoma, Cutaneous Malignant; Cmm"
"DB00328"	"600263"	"0.747164331"	"Indomethacin"	"Helicobacter Pylori Infection, Susceptibility To"
"DB01005"	"147540"	"0.747012732"	"Hydroxyurea"	"Insect Stings, Hypersensitivity To"
"DB00999"	"266600"	"0.745937983"	"Hydrochlorothiazide"	"Inflammatory Bowel Disease 1; Ibd1"
"DB01050"	"160300"	"0.741935666"	"Ibuprofen"	"Myopathy, Distal, With Onset In Infancy"
"DB01050"	"203700"	"0.739547644"	"Ibuprofen"	"Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis"
"DB00328"	"143465"	"0.739542134"	"Indomethacin"	"Attention Deficit-Hyperactivity Disorder; Adhd"
"DB00328"	"607499"	"0.7391611"	"Indomethacin"	"Bulimia Nervosa, Susceptibility To, 1; Buln1"
"DB01020"	"601367"	"0.739070755"	"Isosorbide Mononitrate"	"Stroke, Ischemic"
"DB00619"	"175510"	"0.738086492"	"Imatinib"	"Polyps, Multiple And Recurrent Inflammatory Fibroid, Gastrointestinal"
"DB00619"	"137215"	"0.736734488"	"Imatinib"	"Gastric Cancer"
"DB00619"	"148000"	"0.736679376"	"Imatinib"	"Kaposi Sarcoma"
"DB00458"	"252320"	"0.736124955"	"Imipramine"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00458"	"190400"	"0.735914249"	"Imipramine"	"Trigeminal Neuralgia"
"DB01181"	"194070"	"0.735645297"	"Ifosfamide"	"Wilms Tumor 1; Wt1"
"DB01029"	"600351"	"0.735212341"	"Irbesartan"	"Enteropathy, Familial, With Villous Edema And Immunoglobulin G2 Deficiency"
"DB01005"	"602068"	"0.734868032"	"Hydroxyurea"	"Leishmaniasis, Tegumentary, Susceptibility To"
"DB01029"	"304790"	"0.732409162"	"Irbesartan"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB01020"	"167870"	"0.73124123"	"Isosorbide Mononitrate"	"Panic Disorder 1; Pand1"
"DB01005"	"150699"	"0.729161044"	"Hydroxyurea"	"Leiomyoma, Uterine; Ul"
"DB00724"	"147530"	"0.72804579"	"Imiquimod"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB00328"	"104130"	"0.727303456"	"Indomethacin"	"Alopecia, Psychomotor Epilepsy, Pyorrhea, And Mental Subnormality"
"DB00619"	"246300"	"0.726977732"	"Imatinib"	"Leprosy, Susceptibility To, 3; Lprs3"
"DB00999"	"146255"	"0.724762893"	"Hydrochlorothiazide"	"Hypoparathyroidism, Sensorineural Deafness, And Renal Disease"
"DB00328"	"210050"	"0.722467215"	"Indomethacin"	"Berry Aneurysm, Cirrhosis, Pulmonary Emphysema, And Cerebral Calcification"
"DB00619"	"256370"	"0.722112281"	"Imatinib"	"Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis"
"DB00619"	"175505"	"0.721956818"	"Imatinib"	"Polyposis Of Gastric Fundus Without Polyposis Coli"
"DB00328"	"217150"	"0.72194307"	"Indomethacin"	"Contractures, Congenital, Torticollis, And Malignant Hyperthermia"
"DB00557"	"190310"	"0.721870612"	"Hydroxyzine"	"Tremor, Nystagmus, And Duodenal Ulcer"
"DB00328"	"131300"	"0.72063657"	"Indomethacin"	"Camurati-Engelmann Disease"
"DB01050"	"143465"	"0.720184674"	"Ibuprofen"	"Attention Deficit-Hyperactivity Disorder; Adhd"
"DB00328"	"125600"	"0.718093164"	"Indomethacin"	"Dermatosis Papulosa Nigra"
"DB01005"	"171300"	"0.717867659"	"Hydroxyurea"	"Pheochromocytoma"
"DB00999"	"107650"	"0.714061057"	"Hydrochlorothiazide"	"Apnea, Obstructive Sleep"
"DB00328"	"276300"	"0.712459811"	"Indomethacin"	"Mismatch Repair Cancer Syndrome"
"DB01020"	"145500"	"0.710893296"	"Isosorbide Mononitrate"	"Hypertension, Essential"
"DB00328"	"109100"	"0.709841948"	"Indomethacin"	"Autoimmune Disease"
"DB00724"	"136200"	"0.709443486"	"Imiquimod"	"Flushing Of Ears And Somnolence"
"DB01181"	"188470"	"0.707883506"	"Ifosfamide"	"Thyroid Carcinoma, Follicular; Ftc"
"DB00328"	"600807"	"0.706858167"	"Indomethacin"	"Asthma, Susceptibility To"
"DB00328"	"160750"	"0.706800913"	"Indomethacin"	"Myositis"
"DB00328"	"102100"	"0.706164426"	"Indomethacin"	"Acromegaloid Changes, Cutis Verticis Gyrata, And Corneal Leukoma"
"DB01275"	"146255"	"0.70532599"	"Hydralazine"	"Hypoparathyroidism, Sensorineural Deafness, And Renal Disease"
"DB00328"	"264120"	"0.704770951"	"Indomethacin"	"Prolactin Deficiency With Obesity And Enlarged Testes"
"DB00724"	"276300"	"0.70434363"	"Imiquimod"	"Mismatch Repair Cancer Syndrome"
"DB00619"	"176807"	"0.703969809"	"Imatinib"	"Prostate Cancer"
"DB00328"	"158280"	"0.703465831"	"Indomethacin"	"Motion Sickness"
"DB00557"	"601042"	"0.701862352"	"Hydroxyzine"	"Choreoathetosis/Spasticity, Episodic; Cse"
"DB01005"	"151590"	"0.697762536"	"Hydroxyurea"	"Lichen Sclerosus Et Atrophicus; Lsa"
"DB00710"	"131300"	"0.696425719"	"Ibandronate"	"Camurati-Engelmann Disease"
"DB00328"	"602068"	"0.696344581"	"Indomethacin"	"Leishmaniasis, Tegumentary, Susceptibility To"
